tradeDate,indexCode,indexNameCnAll,indexNameCn,indexNameEnAll,indexNameEn,open,high,low,close,change,changePct,tradingVol,tradingValue,consNumber,peg,date,rolling_pe,trading_value
20160830,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8301.31,8318.74,8294.14,8311.27,,0.18,2228114968.0,237.39,,,2016-08-30,,237.39
20160831,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8304.48,8333.7,8288.33,8333.7,,0.27,2365471312.0,280.28,,,2016-08-31,,280.28
20160901,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8331.81,8338.03,8282.11,8282.11,,-0.62,2442649852.0,269.73,,,2016-09-01,,269.73
20160902,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8284.65,8315.92,8282.39,8311.73,,0.36,2521638880.0,273.42,,,2016-09-02,,273.42
20160905,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8334.78,8364.85,8328.7,8341.76,,0.36,2143165741.0,223.07,,,2016-09-05,,223.07
20160906,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8354.94,8400.74,8323.75,8397.35,,0.67,3259207281.0,383.83,,,2016-09-06,,383.83
20160907,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8397.3,8440.99,8397.3,8411.06,,0.16,3223978858.0,340.05,,,2016-09-07,,340.05
20160908,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8409.12,8414.12,8385.58,8406.92,,-0.05,2210895432.0,249.6,,,2016-09-08,,249.6
20160909,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8409.92,8422.88,8357.33,8357.33,,-0.59,2299477965.0,255.58,,,2016-09-09,,255.58
20160912,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8266.51,8266.51,8167.3,8238.89,,-1.42,4348007163.0,409.44,,,2016-09-12,,409.44
